timestamp,duration,status
2026-03-31T18:12:48.080Z,559.337,afk
2026-03-31T18:12:48.080Z,564.348,afk
2026-03-31T18:12:48.080Z,574.378,afk
2026-03-31T18:12:48.080Z,579.395,afk
2026-03-31T18:12:48.080Z,579.395,afk
2026-03-31T18:12:48.080Z,554.326,afk
2026-03-31T18:02:19.996Z,628.098,not-afk
2026-03-31T16:00:54.205Z,7285.79,afk
2026-03-31T16:00:54.205Z,271.292,afk
2026-03-31T16:00:54.205Z,281.32,afk
2026-03-31T16:00:54.205Z,281.32,afk
2026-03-31T16:00:54.205Z,286.334,afk
2026-03-31T16:00:54.205Z,296.358,afk
2026-03-31T16:00:54.205Z,266.279,afk
2026-03-31T16:00:54.205Z,296.358,afk
2026-03-31T16:00:54.205Z,266.279,afk
2026-03-31T16:00:54.204Z,0,afk
2026-03-31T16:00:54.204Z,0.015,not-afk
2026-03-31T14:53:18.659Z,607.503,afk
2026-03-31T14:53:18.659Z,256.651,afk
2026-03-31T14:53:18.659Z,266.679,afk
2026-03-31T14:53:18.659Z,266.679,afk
2026-03-31T14:53:18.659Z,276.701,afk
2026-03-31T14:53:18.659Z,276.701,afk
2026-03-31T14:53:18.659Z,251.641,afk
2026-03-31T14:49:03.251Z,255.423,not-afk
2026-03-31T14:45:12.705Z,230.545,afk
2026-03-31T14:45:12.705Z,230.545,afk
2026-03-31T14:45:12.705Z,221.547,afk
2026-03-31T14:42:57.924Z,134.796,not-afk
2026-03-31T14:39:44.229Z,193.694,afk
2026-03-31T14:39:42.258Z,1.977,not-afk
2026-03-31T14:36:10.224Z,212.033,afk
2026-03-31T14:33:57.648Z,132.588,not-afk
2026-03-31T14:23:55.049Z,602.598,afk
2026-03-31T14:23:55.049Z,211.262,afk
2026-03-31T14:23:55.049Z,206.248,afk
2026-03-31T14:23:49.981Z,5.083,not-afk
2026-03-31T14:20:28.977Z,0,not-afk
2026-03-31T14:20:28.976Z,191.926,afk
2026-03-31T14:20:28.976Z,191.926,afk
2026-03-31T14:20:28.975Z,201.005,afk
2026-03-31T14:20:28.975Z,201.005,afk
2026-03-31T14:20:28.972Z,0.012,not-afk
2026-03-31T14:20:28.971Z,0.015,not-afk
2026-03-31T14:12:41.377Z,467.601,afk
2026-03-31T14:12:41.377Z,213.307,afk
2026-03-31T14:12:41.377Z,208.285,afk
2026-03-31T13:59:07.513Z,813.878,not-afk
2026-03-31T13:55:54.007Z,193.505,afk
2026-03-31T13:53:46.863Z,127.153,not-afk
2026-03-31T13:48:35.299Z,311.563,afk
2026-03-31T13:48:35.299Z,221.33,afk
2026-03-31T13:48:35.299Z,226.349,afk
2026-03-31T13:48:35.299Z,226.349,afk
2026-03-31T13:48:35.299Z,0.014,not-afk
2026-03-31T13:48:35.299Z,236.379,afk
2026-03-31T13:48:35.299Z,241.395,afk
2026-03-31T13:48:35.299Z,211.305,afk
2026-03-31T13:42:42.097Z,353.208,afk
2026-03-31T13:42:42.097Z,273.791,afk
2026-03-31T13:42:42.097Z,283.824,afk
2026-03-31T13:42:42.097Z,268.774,afk
2026-03-31T13:34:39.198Z,482.912,not-afk
2026-03-31T13:30:53.425Z,225.772,afk
2026-03-31T13:30:53.425Z,220.911,afk
2026-03-31T13:30:53.425Z,210.877,afk
2026-03-31T13:25:23.293Z,330.145,not-afk
2026-03-31T13:22:06.743Z,196.549,afk
2026-03-31T13:16:26.631Z,340.12,not-afk
2026-03-31T13:03:55.909Z,750.721,afk
2026-03-31T13:03:55.909Z,490.013,afk
2026-03-31T13:03:55.909Z,495.015,afk
2026-03-31T13:03:55.909Z,495.015,afk
2026-03-31T13:03:55.909Z,500.034,afk
2026-03-31T13:03:55.909Z,479.979,afk
2026-03-31T12:30:02.467Z,2033.456,not-afk
2026-03-31T12:30:02.466Z,0,afk
2026-03-31T10:34:30.825Z,623.405,afk
2026-03-31T10:34:30.825Z,222.465,afk
2026-03-31T10:34:30.825Z,232.487,afk
2026-03-31T10:34:30.825Z,217.461,afk
2026-03-31T10:12:40.632Z,1310.207,not-afk
2026-03-31T10:08:06.872Z,273.759,afk
2026-03-31T10:08:06.872Z,238.732,afk
2026-03-31T10:08:06.872Z,233.717,afk
2026-03-31T09:42:47.418Z,1519.469,not-afk
2026-03-31T09:39:18.328Z,209.089,afk
2026-03-31T09:39:18.328Z,199.277,afk
2026-03-31T09:33:25.082Z,353.258,not-afk
2026-03-31T09:33:25.081Z,0,afk
2026-03-31T09:02:09.809Z,615.224,afk
2026-03-31T09:02:09.809Z,419.839,afk
2026-03-31T09:02:09.809Z,414.836,afk
2026-03-31T09:01:08.366Z,61.458,not-afk
2026-03-31T08:57:30.436Z,217.929,afk
2026-03-31T08:57:30.436Z,213.384,afk
2026-03-31T08:57:30.436Z,203.372,afk
2026-03-31T08:20:24.718Z,2225.731,not-afk
2026-03-31T08:16:34.128Z,230.589,afk
2026-03-31T08:16:34.128Z,210.57,afk
2026-03-31T08:16:34.128Z,200.555,afk
2026-03-31T07:09:26.968Z,4027.169,not-afk
2026-03-31T07:04:51.326Z,275.641,afk
2026-03-31T07:04:51.326Z,215.556,afk
2026-03-31T07:04:51.326Z,205.539,afk
2026-03-31T06:44:59.857Z,1191.483,not-afk
2026-03-31T06:44:59.856Z,0,afk
2026-03-31T06:24:41.809Z,851.451,afk
2026-03-31T06:24:41.809Z,207.855,afk
2026-03-31T06:24:41.809Z,197.819,afk
2026-03-31T06:08:47.566Z,954.258,not-afk
2026-03-31T06:05:04.219Z,223.346,afk
2026-03-31T06:05:04.219Z,208.329,afk
2026-03-31T06:01:41.663Z,202.567,not-afk
2026-03-30T20:01:22.658Z,3244.249,not-afk
2026-03-30T20:01:22.658Z,68.784,not-afk
2026-03-30T20:01:22.658Z,83.821,not-afk
2026-03-30T20:01:22.658Z,28.339,not-afk
2026-03-30T19:50:56.282Z,626.388,afk
2026-03-30T19:50:56.282Z,398.727,afk
2026-03-30T19:50:56.282Z,403.748,afk
2026-03-30T19:50:56.282Z,403.748,afk
2026-03-30T19:50:56.282Z,388.693,afk
2026-03-30T19:43:27.672Z,448.625,not-afk
2026-03-30T19:43:27.672Z,185.783,not-afk
2026-03-30T19:43:27.672Z,200.643,not-afk
2026-03-30T19:43:27.672Z,210.781,not-afk
2026-03-30T19:43:27.672Z,160.76,not-afk
2026-03-30T19:35:15.126Z,492.557,afk
2026-03-30T19:35:15.126Z,277.238,afk
2026-03-30T19:35:15.126Z,282.265,afk
2026-03-30T19:35:15.126Z,267.208,afk
2026-03-30T19:20:44.962Z,870.178,not-afk
2026-03-30T19:15:13.501Z,331.46,afk
2026-03-30T19:15:13.501Z,226.132,afk
2026-03-30T19:15:13.501Z,241.169,afk
2026-03-30T19:15:13.501Z,226.132,afk
2026-03-30T18:59:32.268Z,941.246,not-afk
2026-03-30T18:56:26.759Z,185.508,afk
2026-03-30T18:51:36.531Z,290.234,not-afk
2026-03-30T18:39:33.218Z,723.312,afk
2026-03-30T18:39:33.218Z,297.431,afk
2026-03-30T18:39:33.218Z,307.453,afk
2026-03-30T18:39:33.218Z,292.413,afk
2026-03-30T18:32:54.392Z,398.841,not-afk
2026-03-30T12:49:37.122Z,435.71,not-afk
2026-03-30T12:45:40.169Z,236.952,afk
2026-03-30T12:45:40.169Z,211.915,afk
2026-03-30T12:45:40.169Z,221.948,afk
2026-03-30T12:45:40.169Z,206.892,afk
2026-03-30T12:38:09.924Z,450.258,not-afk
2026-03-30T12:38:09.923Z,0,afk
2026-03-30T10:46:02.715Z,2606.218,afk
2026-03-30T10:46:02.715Z,236.841,afk
2026-03-30T10:46:02.715Z,246.872,afk
2026-03-30T10:46:02.715Z,231.814,afk
2026-03-30T10:23:30.340Z,1352.389,not-afk
2026-03-30T09:27:24.652Z,3365.687,afk
2026-03-30T09:27:24.652Z,277.263,afk
2026-03-30T09:27:24.652Z,272.247,afk
2026-03-30T09:12:09.385Z,915.282,not-afk
2026-03-30T08:02:44.764Z,1187.195,not-afk
2026-03-29T21:14:27.757Z,0,afk
2026-03-29T17:22:54.865Z,778.197,afk
2026-03-29T17:22:54.865Z,233.89,afk
2026-03-29T17:22:54.865Z,248.948,afk
2026-03-29T17:22:54.865Z,0.012,not-afk
2026-03-29T17:22:54.865Z,248.948,afk
2026-03-29T17:22:54.865Z,238.915,afk
2026-03-29T17:22:54.865Z,258.983,afk
2026-03-29T17:22:54.865Z,263.997,afk
2026-03-29T17:22:54.865Z,233.89,afk
2026-03-29T17:22:54.864Z,0.015,not-afk
2026-03-29T16:15:29.458Z,605.703,afk
2026-03-29T16:15:29.458Z,219.67,afk
2026-03-29T16:05:32.682Z,596.79,not-afk
2026-03-29T16:01:43.646Z,229.035,afk
2026-03-29T16:01:43.646Z,224.062,afk
2026-03-29T15:58:51.986Z,171.673,not-afk
2026-03-29T15:55:33.867Z,198.118,afk
2026-03-29T15:55:33.867Z,198.118,afk
2026-03-29T15:50:46.188Z,287.691,not-afk
2026-03-29T15:35:24.201Z,921.986,afk
2026-03-29T15:35:24.201Z,219.248,afk
2026-03-29T15:35:24.201Z,209.241,afk
2026-03-29T15:02:59.423Z,1944.791,not-afk
2026-03-29T14:58:58.422Z,241,afk
2026-03-29T14:58:58.422Z,226.257,afk
2026-03-29T14:58:58.422Z,216.222,afk
2026-03-29T14:47:32.994Z,685.439,not-afk
2026-03-29T14:42:29.998Z,302.995,afk
2026-03-29T14:42:29.998Z,257.95,afk
2026-03-29T14:42:29.998Z,267.964,afk
2026-03-29T14:42:29.998Z,272.979,afk
2026-03-29T14:42:29.998Z,252.949,afk
2026-03-29T14:42:22.491Z,7.522,not-afk
2026-03-29T14:38:35.716Z,226.774,afk
2026-03-29T14:38:35.716Z,196.721,afk
2026-03-29T14:35:11.743Z,203.987,not-afk
2026-03-29T14:25:04.701Z,607.041,afk
2026-03-29T14:25:04.701Z,246.166,afk
2026-03-29T14:25:04.701Z,246.166,afk
2026-03-29T14:25:04.701Z,236.143,afk
2026-03-29T14:05:58.010Z,1146.706,not-afk
2026-03-29T14:02:12.936Z,225.073,afk
2026-03-29T14:02:12.936Z,195.525,afk
2026-03-29T14:01:32.805Z,40.143,not-afk
2026-03-29T13:42:33.248Z,1139.556,afk
2026-03-29T13:42:33.248Z,342.684,afk
2026-03-29T13:42:33.248Z,342.684,afk
2026-03-29T13:42:33.248Z,352.701,afk
2026-03-29T13:42:33.248Z,352.701,afk
2026-03-29T13:42:33.248Z,332.666,afk
2026-03-29T13:31:44.013Z,649.25,not-afk
2026-03-29T13:23:26.638Z,497.374,afk
2026-03-29T13:23:26.638Z,216.684,afk
2026-03-29T13:23:26.638Z,226.703,afk
2026-03-29T13:23:26.638Z,0,not-afk
2026-03-29T13:23:26.638Z,226.703,afk
2026-03-29T13:23:26.638Z,211.67,afk
2026-03-28T15:52:49.976Z,40.06,not-afk
2026-03-28T15:35:21.701Z,1048.274,afk
2026-03-28T15:35:21.701Z,491.901,afk
2026-03-28T15:35:21.701Z,496.914,afk
2026-03-28T15:35:21.701Z,506.965,afk
2026-03-28T15:35:21.701Z,0.015,not-afk
2026-03-28T15:35:21.701Z,506.965,afk
2026-03-28T15:35:21.701Z,517.004,afk
2026-03-28T15:35:21.701Z,486.889,afk
2026-03-28T14:32:39.513Z,3762.623,afk
2026-03-28T14:32:39.513Z,318.388,afk
2026-03-28T14:32:39.513Z,323.416,afk
2026-03-28T14:32:39.513Z,333.436,afk
2026-03-28T14:32:39.513Z,338.453,afk
2026-03-28T14:32:39.513Z,313.363,afk
2026-03-28T14:31:16.749Z,82.779,not-afk
2026-03-28T14:27:24.203Z,232.545,afk
2026-03-28T14:27:24.203Z,192.538,afk
2026-03-28T13:59:02.989Z,1701.227,not-afk
2026-03-28T13:59:02.988Z,0,afk
2026-03-28T12:28:10.092Z,225.958,afk
2026-03-28T12:28:10.092Z,220.944,afk
2026-03-28T12:28:10.091Z,612.081,afk
2026-03-28T12:28:10.091Z,612.081,afk
2026-03-28T11:38:44.177Z,2965.929,not-afk
2026-03-28T11:33:45.751Z,274.042,afk
2026-03-28T11:33:45.751Z,269.025,afk
2026-03-28T11:33:45.748Z,298.428,afk
2026-03-28T11:33:45.748Z,289.087,afk
2026-03-28T11:33:45.748Z,294.089,afk
2026-03-28T11:33:45.748Z,298.428,afk
2026-03-28T11:33:45.748Z,284.071,afk
2026-03-28T11:33:39.266Z,6.497,not-afk
2026-03-28T11:29:18.001Z,261.264,afk
2026-03-28T11:29:18.001Z,221.215,afk
2026-03-28T11:29:18.001Z,211.192,afk
2026-03-28T08:21:59.651Z,11238.362,not-afk
2026-03-28T08:21:59.650Z,0,afk
2026-03-28T07:29:42.310Z,610.14,afk
2026-03-28T07:29:42.310Z,224.191,afk
2026-03-28T07:28:14.369Z,87.956,not-afk
2026-03-28T07:24:11.532Z,219.381,afk
2026-03-28T07:24:11.531Z,0,afk
2026-03-28T07:24:11.530Z,234.435,afk
2026-03-28T07:24:11.530Z,242.838,afk
2026-03-28T07:24:11.530Z,242.838,afk
2026-03-28T07:24:11.530Z,234.435,afk
2026-03-28T07:24:11.528Z,0.015,not-afk
2026-03-28T07:09:19.841Z,602.383,afk
2026-03-28T07:09:19.841Z,261.302,afk
2026-03-28T06:55:13.902Z,845.953,not-afk
2026-03-28T06:50:58.499Z,255.402,afk
2026-03-28T06:50:58.499Z,235.358,afk
2026-03-28T06:50:58.499Z,245.385,afk
2026-03-28T06:50:58.499Z,230.344,afk
2026-03-28T06:28:05.655Z,1372.858,not-afk
2026-03-28T06:28:05.655Z,15.048,not-afk
2026-03-28T06:22:48.310Z,317.353,afk
2026-03-28T06:22:48.310Z,227.094,afk
2026-03-28T06:22:48.310Z,237.134,afk
2026-03-28T06:22:48.310Z,237.134,afk
2026-03-28T06:22:48.310Z,222.072,afk
2026-03-28T05:50:05.674Z,1962.651,not-afk
2026-03-27T20:42:34.933Z,20.079,not-afk
2026-03-27T20:42:34.932Z,0,afk
2026-03-27T20:00:58.719Z,614.154,afk
2026-03-27T20:00:58.719Z,318.264,afk
2026-03-27T20:00:58.719Z,353.379,afk
2026-03-27T20:00:58.719Z,328.299,afk
2026-03-27T20:00:58.719Z,333.308,afk
2026-03-27T20:00:58.719Z,333.308,afk
2026-03-27T20:00:58.719Z,343.348,afk
2026-03-27T20:00:58.719Z,343.348,afk
2026-03-27T20:00:58.719Z,353.379,afk
2026-03-27T20:00:58.719Z,358.394,afk
2026-03-27T20:00:58.719Z,313.254,afk
2026-03-27T20:00:58.718Z,0.016,not-afk
2026-03-27T19:26:57.985Z,614.813,afk
2026-03-27T18:56:06.990Z,1851.009,not-afk
2026-03-27T16:07:03.661Z,501.73,not-afk
2026-03-27T16:03:33.927Z,209.733,afk
2026-03-27T16:00:38.788Z,175.151,not-afk
2026-03-27T16:00:38.787Z,0,afk
2026-03-27T15:13:25.191Z,615.583,afk
2026-03-27T15:13:25.191Z,269.393,afk
2026-03-27T15:13:25.191Z,279.44,afk
2026-03-27T15:13:25.191Z,279.44,afk
2026-03-27T15:13:25.191Z,264.388,afk
2026-03-27T15:05:48.074Z,457.131,not-afk
2026-03-27T13:53:21.211Z,1422.923,not-afk
2026-03-27T13:45:47.901Z,453.309,afk
2026-03-27T13:45:47.901Z,202.837,afk
2026-03-27T13:23:10.291Z,1357.625,not-afk
2026-03-27T13:16:27.838Z,402.452,afk
2026-03-27T13:16:27.838Z,244.342,afk
2026-03-27T13:16:27.838Z,249.353,afk
2026-03-27T13:16:27.838Z,239.331,afk
2026-03-27T12:52:22.557Z,1445.295,not-afk
2026-03-27T11:30:27.422Z,400.849,not-afk
2026-03-27T11:09:34.775Z,1252.646,afk
2026-03-27T11:09:34.775Z,539.137,afk
2026-03-27T11:09:34.775Z,549.166,afk
2026-03-27T11:09:34.775Z,549.166,afk
2026-03-27T11:09:34.775Z,554.177,afk
2026-03-27T11:09:34.775Z,534.131,afk
2026-03-27T10:27:41.982Z,2512.806,not-afk
2026-03-27T10:27:41.981Z,0,afk
2026-03-27T10:08:41.665Z,598.604,afk
2026-03-27T10:08:41.665Z,448.135,afk
2026-03-27T10:08:41.665Z,438.101,afk
2026-03-27T09:28:08.793Z,2432.886,not-afk
2026-03-27T08:34:03.983Z,1718.403,not-afk
2026-03-27T08:29:48.018Z,255.964,afk
2026-03-27T08:29:48.018Z,205.866,afk
2026-03-27T08:29:48.018Z,200.859,afk
2026-03-27T07:52:29.140Z,2238.892,not-afk
2026-03-27T07:49:22.689Z,186.45,afk
2026-03-27T07:24:00.965Z,1521.723,not-afk
2026-03-27T07:24:00.964Z,0,afk
2026-03-27T07:08:50.362Z,614.238,afk
2026-03-27T07:08:50.362Z,193.034,afk
2026-03-27T07:07:12.929Z,97.447,not-afk
2026-03-27T07:01:42.206Z,330.722,afk
2026-03-27T07:01:42.206Z,230.553,afk
2026-03-27T06:39:19.680Z,1342.54,not-afk
2026-03-27T06:35:24.708Z,234.971,afk
2026-03-27T06:35:24.708Z,209.939,afk
2026-03-27T06:11:56.264Z,1408.456,not-afk
2026-03-27T06:06:26.158Z,330.105,afk
2026-03-27T06:06:26.158Z,269.958,afk
2026-03-27T06:06:26.158Z,274.973,afk
2026-03-27T06:06:26.158Z,285.003,afk
2026-03-27T06:06:26.158Z,264.941,afk
2026-03-27T05:39:31.685Z,1614.488,not-afk
2026-03-26T19:00:26.580Z,3916.781,not-afk
2026-03-26T18:57:09.612Z,196.967,afk
2026-03-26T18:57:09.612Z,196.967,afk
2026-03-26T18:32:15.603Z,1494.017,not-afk
2026-03-26T18:32:15.602Z,0,afk
2026-03-26T18:13:20.434Z,600.406,afk
2026-03-26T18:13:20.434Z,500.19,afk
2026-03-26T17:30:14.856Z,2585.592,not-afk
2026-03-26T17:30:14.855Z,0,afk
2026-03-26T15:02:12.637Z,4241.006,afk
2026-03-26T14:57:20.623Z,292.029,not-afk
2026-03-26T14:52:51.560Z,269.062,afk
2026-03-26T14:52:51.560Z,254.108,afk
2026-03-26T14:52:51.560Z,249.083,afk
2026-03-26T14:01:44.194Z,3067.378,not-afk
2026-03-26T14:01:44.193Z,0,afk
2026-03-26T12:57:18.356Z,1287.645,afk
2026-03-26T12:57:18.356Z,241.912,afk
2026-03-26T12:27:05.710Z,1812.66,not-afk
2026-03-26T10:25:18.860Z,3331.782,not-afk
2026-03-26T10:21:34.861Z,0.005,not-afk
2026-03-26T10:21:34.859Z,0,not-afk
2026-03-26T10:21:34.858Z,0.012,not-afk
2026-03-26T10:21:34.858Z,208.973,afk
2026-03-26T10:21:34.858Z,208.973,afk
2026-03-26T10:21:34.857Z,224.002,afk
2026-03-26T10:21:34.857Z,224.002,afk
2026-03-26T10:21:34.857Z,219.008,afk
2026-03-26T10:21:34.856Z,0.015,not-afk
2026-03-26T10:16:39.873Z,294.987,afk
2026-03-26T10:16:39.873Z,228.336,afk
2026-03-26T10:16:39.873Z,223.32,afk
2026-03-26T10:08:46.669Z,473.218,not-afk
2026-03-26T10:08:46.668Z,0,afk
2026-03-26T09:54:37.247Z,602.096,afk
2026-03-26T09:54:37.247Z,526.819,afk
2026-03-26T09:54:37.247Z,536.851,afk
2026-03-26T09:54:37.247Z,536.851,afk
2026-03-26T09:54:37.247Z,521.797,afk
2026-03-26T09:09:52.206Z,2685.056,not-afk
2026-03-26T09:09:52.205Z,0,afk
2026-03-26T08:46:10.935Z,976.624,afk
2026-03-26T08:46:10.935Z,269.871,afk
2026-03-26T08:46:10.935Z,279.896,afk
2026-03-26T08:46:10.935Z,279.896,afk
2026-03-26T08:46:10.935Z,289.92,afk
2026-03-26T08:46:10.935Z,264.855,afk
2026-03-26T08:24:04.657Z,1326.292,not-afk
2026-03-26T08:24:04.657Z,60.498,not-afk
2026-03-26T08:24:04.657Z,29.862,not-afk
2026-03-26T08:18:19.731Z,344.935,afk
2026-03-26T08:18:19.731Z,242.827,afk
2026-03-26T08:18:19.731Z,247.851,afk
2026-03-26T08:18:19.731Z,237.815,afk
2026-03-26T08:18:00.627Z,19.118,not-afk
2026-03-26T08:14:40.828Z,0.009,not-afk
2026-03-26T08:14:40.826Z,196.138,afk
2026-03-26T08:14:40.826Z,199.8,afk
2026-03-26T08:14:40.826Z,0.011,not-afk
2026-03-26T08:14:40.826Z,199.8,afk
2026-03-26T08:14:40.826Z,191.114,afk
2026-03-26T08:14:40.825Z,0.014,not-afk
2026-03-26T07:41:05.560Z,0,not-afk
2026-03-26T07:41:05.551Z,0,not-afk
2026-03-26T07:41:05.548Z,0,not-afk
2026-03-26T07:41:05.547Z,0,not-afk
2026-03-26T07:41:05.546Z,42.975,not-afk
2026-03-26T07:37:27.781Z,217.778,afk
2026-03-26T07:37:27.781Z,195.842,afk
2026-03-26T07:37:07.719Z,20.077,not-afk
2026-03-26T07:37:07.718Z,0,afk
2026-03-26T07:23:09.625Z,614.376,afk
2026-03-26T07:23:09.625Z,303.775,afk
2026-03-26T07:23:09.625Z,298.76,afk
2026-03-26T06:29:50.657Z,3198.983,not-afk
2026-03-25T20:18:27.535Z,1673.047,not-afk
2026-03-25T20:06:56.370Z,691.164,afk
2026-03-25T20:06:56.370Z,346.997,afk
2026-03-25T20:06:56.370Z,346.997,afk
2026-03-25T20:06:56.370Z,352.012,afk
2026-03-25T20:06:56.370Z,357.023,afk
2026-03-25T20:06:56.370Z,336.978,afk
2026-03-25T19:29:00.842Z,2275.543,not-afk
2026-03-25T19:19:40.652Z,560.189,afk
2026-03-25T19:19:40.652Z,224.36,afk
2026-03-25T19:19:40.652Z,234.388,afk
2026-03-25T19:19:40.652Z,219.343,afk
2026-03-25T18:37:20.872Z,2539.794,not-afk
2026-03-25T18:37:20.871Z,0,afk
2026-03-25T18:22:08.589Z,606.359,afk
2026-03-25T18:22:08.589Z,255.312,afk
2026-03-25T18:22:08.589Z,265.342,afk
2026-03-25T18:22:08.589Z,270.359,afk
2026-03-25T18:22:08.589Z,280.379,afk
2026-03-25T18:22:08.589Z,0.014,not-afk
2026-03-25T18:22:08.589Z,270.359,afk
2026-03-25T18:22:08.589Z,275.37,afk
2026-03-25T18:22:08.589Z,250.306,afk
2026-03-25T18:08:58.761Z,789.84,afk
2026-03-25T18:08:58.761Z,288.169,afk
2026-03-25T18:08:58.761Z,298.212,afk
2026-03-25T18:08:58.761Z,303.232,afk
2026-03-25T18:08:58.761Z,283.149,afk
2026-03-25T17:47:24.042Z,1294.733,not-afk
2026-03-25T13:38:16.218Z,357.284,not-afk
2026-03-25T13:29:46.295Z,509.922,afk
2026-03-25T13:29:46.295Z,226.104,afk
2026-03-25T13:29:46.295Z,216.092,afk
2026-03-25T13:29:46.295Z,231.115,afk
2026-03-25T13:29:46.295Z,216.092,afk
2026-03-25T13:18:57.045Z,649.265,not-afk
2026-03-25T13:18:57.045Z,241.534,not-afk
2026-03-25T13:18:57.045Z,119.545,not-afk
2026-03-25T13:15:10.422Z,226.626,afk
2026-03-25T13:14:21.980Z,48.455,not-afk
2026-03-25T13:00:45.467Z,816.512,afk
2026-03-25T13:00:45.467Z,340.997,afk
2026-03-25T13:00:45.467Z,351.009,afk
2026-03-25T13:00:45.467Z,361.025,afk
2026-03-25T13:00:45.467Z,340.997,afk
2026-03-25T12:22:07.086Z,2318.396,not-afk
2026-03-25T12:17:03.265Z,303.82,afk
2026-03-25T12:17:03.265Z,213.555,afk
2026-03-25T12:17:03.265Z,203.51,afk
2026-03-25T11:01:13.437Z,4549.842,not-afk
2026-03-25T10:48:09.327Z,784.109,afk
2026-03-25T10:48:09.327Z,258.496,afk
2026-03-25T10:48:09.327Z,253.471,afk
2026-03-25T10:47:06.777Z,62.565,not-afk
2026-03-25T10:47:06.776Z,0,afk
2026-03-25T08:49:39.593Z,610.395,afk
2026-03-25T08:49:39.593Z,244.218,afk
2026-03-25T08:49:39.593Z,244.218,afk
2026-03-25T08:49:39.593Z,259.246,afk
2026-03-25T08:49:39.593Z,254.241,afk
2026-03-25T08:49:39.593Z,259.246,afk
